아파트,지역구,면적,거래금액,건축년도
서초한양수자인,서초구,84.88,145000,2013.0
성북힐스테이트(101동),성북구,101.97,88500,2007.0
상계주공1(고층),노원구,58.01,59000,1988.0
상계주공10(고층),노원구,45.77,45000,1988.0
상계주공2(고층),노원구,32.39,35500,1987.0
상계주공16(고층),노원구,79.07,72800,1988.0
상계주공12(고층),노원구,49.94,59500,1988.0
상계주공13(고층),노원구,45.55,39000,1989.0
상계주공13(고층),노원구,58.01,50000,1989.0
서리풀e편한세상,서초구,84.97,250000,2010.0
상계주공14(고층),노원구,45.9,40000,1989.0
성원,서대문구,84.95,86500,2001.0
성원(650),영등포구,84.66,78700,1995.0
성원상떼빌,노원구,59.93,47000,1999.0
세윤외인빌리지,서대문구,242.56,110000,2001.0
사가정센트럴아이파크,중랑구,114.931,167000,2020.0
상암월드컵파크7단지,마포구,84.9,132000,2005.0
삼두,영등포구,43.65,57500,1987.0
태천와이드빌,강동구,84.75,60000,2000.0
한라아파트,광진구,84.6,149000,1996.0
삼각산아이원,강북구,84.705,63000,2003.0
삼성래미안,구로구,78.665,93500,2004.0
상아,노원구,51.29,50000,1989.0
상봉듀오트리스,중랑구,117.07,126000,2016.0
상도동삼호아파트,동작구,114.63,113000,1994.0
상계주공9(고층),노원구,45.55,37900,1988.0
상계주공6(고층),노원구,58.01,74000,1988.0
삼성한마음,강서구,59.94,97000,1995.0
삼성한아름,강서구,84.9,85000,1993.0
삼각산아이원,강북구,84.705,80000,2003.0
상계주공6(고층),노원구,58.01,72000,1988.0
삼익,영등포구,82.65,109500,1979.0
상계주공4(고층),노원구,32.39,35900,1988.0
삼익,동대문구,59.95,78500,1997.0
상계주공3(고층),노원구,58.01,78500,1987.0
삼익세라믹,도봉구,79.98,54500,1988.0
상계주공2(저층),노원구,59.18,52800,1987.0
삼환,구로구,59.4,64500,1995.0
삼환로즈빌,구로구,59.998,86000,2004.0
힐스테이트 상도 센트럴파크,동작구,84.609,184000,2012.0
목동신시가지4,양천구,47.25,193000,1986.0
현대조합,도봉구,59.91,53000,2000.0
현대연예인,구로구,84.91,70000,1989.0
현대연예인,구로구,74.66,67500,1989.0
마포프레스티지자이,마포구,59.877,229500,2021.0
마포중동현대,마포구,84.9,109000,2001.0
마포중동현대,마포구,59.88,104500,2001.0
"현대8(801동,802동)",광진구,84.92,228000,1995.0
목동신시가지7,양천구,59.39,227000,1986.0
현대2,강남구,131.83,350000,1986.0
마곡중앙하이츠아파트,강서구,51.03,47000,1994.0
"현대(1,2차)",서대문구,59.96,69000,1988.0
리치타운,강남구,68.64,70000,2004.0
현대,강서구,84.99,53000,1993.0
현대,구로구,72.33,59900,1988.0
목동센트럴아이파크위브1단지,양천구,84.98,130000,2020.0
현대,송파구,84.68,190500,1990.0
현대,송파구,59.91,152000,1997.0
리센츠,송파구,84.99,320000,2008.0
리센츠,송파구,27.68,163000,2008.0
리센츠,송파구,27.68,154000,2008.0
한화꿈에그린TheFIRST,노원구,121.284,129000,2014.0
리버힐삼성,용산구,84.98,175000,2001.0
한진(609-1),성북구,59.58,81000,1998.0
목동신시가지7,양천구,101.2,315000,1986.0
한일유앤아이,구로구,59.647,60000,2005.0
리버센SKVIEW롯데캐슬,중랑구,59.99,124500,2025.0
흑석리버파크자이,동작구,59.93,212000,2025.0
리버탑,용산구,59.57,130000,2001.0
한양아이클래스구로,구로구,48.24,36000,2018.0
리버힐삼성,용산구,59.55,150000,2001.0
홍제한양,서대문구,60.06,79800,1993.0
한양수자인에듀힐즈,구로구,76.951,80500,2019.0
홍제현대,서대문구,106.18,116500,1992.0
흑석리버파크자이,동작구,59.93,205000,2025.0
한양6,도봉구,83.86,54000,2002.0
한양6,도봉구,83.86,50500,2002.0
한양2,도봉구,35.1,24200,1988.0
한신아파트상가동유치원동(103~109),중랑구,84.03,90000,1997.0
한신아파트,금천구,129.66,77000,1991.0
브라운스톤구산,은평구,84.89,69000,2006.0
북한산힐스테이트7차,은평구,59.981,104000,2011.0
북한산아이파크5차,도봉구,84.451,91500,2004.0
북한산더샵,서대문구,84.832,80000,2017.0
보람아파트,노원구,79.25,65000,1988.0
보라매자이더포레스트,동작구,59.88,154000,2021.0
보라매길성그랑프리텔,영등포구,84.99,82500,2005.0
보라매e편한세상,동작구,128.86,145000,2010.0
벽산블루밍1단지,양천구,59.946,68000,2003.0
벽산,강서구,84.97,96000,1999.0
백련산힐스테이트1차,은평구,59.63,80500,2011.0
방화그린,강서구,49.77,60000,1993.0
방화5,강서구,49.77,75000,1994.0
미성,노원구,50.14,91000,1986.0
미성,노원구,50.14,92000,1986.0
미륭,노원구,51.48,95700,1986.0
미도,노원구,87.57,80500,1988.0
문화촌현대,서대문구,84.99,89000,2002.0
문래현대5차,영등포구,84.79,101500,1992.0
무학,강서구,114.92,123000,1999.0
화곡푸르지오,강서구,84.914,105000,2002.0
화곡푸르지오,강서구,84.914,121000,2002.0
화곡보람,강서구,112.05,92000,2004.0
면목한신,중랑구,35.3,30000,1987.0
홍제현대,서대문구,106.18,116500,1992.0
홍제한양,서대문구,60.06,79800,1993.0
홍제센트럴IPARK,서대문구,84.972,140000,2020.0
홍제센트럴IPARK,서대문구,84.972,138000,2020.0
호수,송파구,53.0,63700,2000.0
호반써밋목동,양천구,59.918,142500,2022.0
형인허브빌,강동구,75.81,71000,2008.0
래미안월곡,성북구,84.589,106500,2006.0
중앙하이츠빌1단지,성북구,84.98,73500,2004.0
중앙하이츠빌,동작구,59.938,123500,2003.0
동아청솔,도봉구,134.94,85000,1997.0
동아에코빌,성북구,84.97,90000,2003.0
동아에코빌,성북구,59.95,76000,2003.0
천호동삼성아파트,강동구,59.86,97000,1997.0
동아,서초구,84.91,369000,2002.0
동아,동대문구,114.84,103300,2001.0
청계지웰에스테이트,동대문구,18.585,14000,2012.0
롯데(505),노원구,72.49,81000,1989.0
동성아파트,중랑구,84.08,72000,1997.0
동성아파트,중랑구,59.4,53000,1997.0
동성1,중랑구,125.48,76500,1993.0
동부센트레빌,서대문구,114.92,124000,2002.0
동부센트레빌,서대문구,59.86,97000,2002.0
창전래미안,마포구,59.94,138000,1998.0
중계그린1단지,노원구,39.91,49000,1990.0
래미안원베일리,서초구,84.95,545000,2023.0
태천와이드빌,강동구,84.75,60000,2000.0
동답한신,동대문구,96.4,78000,1992.0
청량리역롯데캐슬 SKY-L65,동대문구,102.922,235000,2023.0
"등촌1,2단지주공아파트",강서구,41.85,66500,1994.0
돈암동해피트리,성북구,84.98,94000,2013.0
독산주공14단지,금천구,44.94,41800,1990.0
"등촌7,8단지주공아파트",강서구,41.85,67800,1994.0
"등촌7,8단지주공아파트",강서구,41.85,68000,1994.0
독산주공14단지,금천구,44.89,43800,1990.0
청구,은평구,59.83,87000,2000.0
하계2현대,노원구,75.35,73000,1997.0
독산주공14단지,금천구,38.64,33000,1990.0
디에이치 퍼스티어 아이파크,강남구,84.995,360000,0.0
디에이치반포라클라스,서초구,59.992,347000,2021.0
주공2,노원구,44.52,35500,1992.0
중앙하이츠(1269),구로구,82.301,84700,2001.0
도곡3차아이파크,강남구,187.215,350000,2007.0
청구,구로구,59.94,60000,1999.0
청구,은평구,59.83,87000,2000.0
데시앙,중랑구,84.45,88500,2010.0
주공2,노원구,44.94,32750,1992.0
학여울청구,노원구,84.77,93000,1999.0
덕현해밀(101동),양천구,84.98,55000,2013.0
래미안에스티움,영등포구,84.92,194500,2017.0
한신,도봉구,84.94,62000,1995.0
래미안솔베뉴,강동구,49.66,151000,2019.0
한신,동대문구,59.97,87000,1997.0
래미안솔베뉴,강동구,59.11,176000,2019.0
코오롱,영등포구,68.88,80300,1996.0
청구e편한세상,중구,84.96,195000,2011.0
창동주공2단지,도봉구,41.3,41500,1990.0
더트루엘마곡HQ,강서구,48.329,64600,2024.0
코오롱,성북구,84.87,81000,1999.0
주공3,강서구,37.67,72500,1995.0
더트루엘마곡HQ,강서구,48.329,64400,2024.0
주공3,강서구,58.14,107000,1995.0
주공4,노원구,45.77,47700,1991.0
한신,구로구,44.78,48000,1988.0
코오롱,노원구,59.94,51900,1997.0
청구아파트,도봉구,84.97,58500,1994.0
래미안엘리니티,동대문구,59.96,150000,2022.0
래미안신반포팰리스,서초구,133.02,525000,2016.0
이편한세상마포리버파크,마포구,84.98,203000,2016.0
라온유,성북구,109.75,93000,2008.0
라이프미성,은평구,66.7,84000,1988.0
주공5,노원구,58.46,80000,1992.0
한강동부,용산구,83.77,165000,2008.0
한국프라우드,마포구,84.974,107000,2005.0
더샵파크프레스티지,영등포구,59.894,150000,2022.0
라체르보푸르지오써밋,성동구,59.726,220000,0.0
주공5,강서구,58.14,92000,1995.0
초안1,노원구,39.6,27800,1998.0
더샵 퍼스트월드,중랑구,84.9,134557,0.0
롯데낙천대,동작구,55.456,118700,2003.0
중계무지개,노원구,39.96,43800,1991.0
래미안상도3차,동작구,84.96,170000,2004.0
래미안아름숲,동대문구,84.91,134800,2012.0
럭키(963),강남구,84.97,267000,1995.0
래미안힐스테이트고덕,강동구,59.35,181000,2016.0
두산,구로구,59.69,54500,1997.0
천연뜨란채,서대문구,56.08,119500,2006.0
롯데캐슬,중구,114.9,134500,2008.0
두산,노원구,58.65,49500,1994.0
두산,서대문구,59.96,116500,1999.0
푸르지오시티,강북구,18.647,13500,2014.0
래미안펜타빌,강남구,157.37,363000,2007.0
푸른마을아파트101동~111동,강남구,59.76,217000,1994.0
풍림(1차),강남구,113.0,290000,1998.0
두산,성북구,59.97,90000,1998.0
두산,동대문구,84.83,104500,2000.0
파크리오,송파구,59.95,261000,2008.0
풍림아파트A,노원구,84.99,91400,2001.0
롯데캐슬아이비,영등포구,103.86,235000,2005.0
파크리오,송파구,35.24,140000,2008.0
중계그린1단지,노원구,44.1,60000,1990.0
제이타워4,은평구,12.29,12500,2013.0
이화101동,성동구,89.81,124000,2004.0
DMC한양,서대문구,84.33,93000,1987.0
개포2차현대아파트(220),강남구,77.75,245000,1988.0
이수브라운스톤,동대문구,84.9,92900,2005.0
장미(시영6),노원구,39.78,50000,1989.0
장안삼성쉐르빌,동대문구,119.05,52000,2002.0
장안힐스테이트,동대문구,59.885,113500,2007.0
주공10,노원구,58.14,71000,1995.0
이너스101동,강서구,84.63,55000,2003.0
개포자이프레지던스,강남구,59.836,288500,2023.0
개포자이프레지던스,강남구,84.597,390000,2023.0
e편한세상신금호파크힐스,성동구,59.983,200000,2019.0
인왕산벽산,서대문구,84.63,85000,2003.0
올림픽선수기자촌3단지,송파구,163.44,417000,1988.0
우장산롯데캐슬,강서구,85.0,125000,2003.0
전농동삼성래미안,동대문구,114.89,110500,2000.0
올림픽훼밀리타운,송파구,84.705,250000,1988.0
거성푸르뫼,구로구,132.68,54500,1993.0
거여1단지,송파구,49.8,110000,1997.0
주공17단지,도봉구,36.16,29500,1989.0
거여1단지,송파구,49.8,108000,1997.0
정릉e-편한세상,성북구,59.77,69500,2006.0
가락(1차)쌍용아파트,송파구,84.69,202000,1997.0
거여4단지,송파구,59.73,79500,1997.0
용마금호타운,중랑구,84.9,73800,1992.0
건영,노원구,53.14,59500,1988.0
종로청계힐스테이트,종로구,59.942,95800,2009.0
위례24단지(꿈에그린),송파구,51.77,156500,2013.0
주공17단지,도봉구,36.16,32800,1989.0
우성아파트,서초구,76.67,245000,1998.0
우성아파트,송파구,160.74,433000,1981.0
주공17단지,도봉구,49.94,51500,1989.0
은빛1단지,노원구,49.77,39000,1998.0
월드,구로구,59.92,45000,1998.0
건영1,중랑구,84.96,70000,1997.0
정릉풍림아이원,성북구,59.88,57700,2005.0
월곡래미안루나밸리,성북구,59.98,96000,2007.0
예청B,은평구,77.91,48000,2003.0
이문삼성래미안아파트,동대문구,84.954,86700,2001.0
DMC래미안e편한세상,서대문구,84.95,150000,2012.0
가양도시개발9-2단지,강서구,34.44,63800,1993.0
종암에스케이,성북구,114.75,99000,1999.0
e-편한세상,강남구,59.606,228000,2005.0
우성,서초구,73.15,199000,1991.0
DMC센트럴자이(2단지),은평구,59.97,150000,2023.0
원진아뜨리에,송파구,125.75,118000,2004.0
DMC자이2단지,은평구,113.66,110000,2009.0
DMC래미안클라시스,서대문구,84.9,114300,2000.0
DUO302,중구,15.97,16200,2014.0
임광,노원구,106.25,104000,1989.0
강동리엔파크14단지,강동구,59.94,105000,2021.0
강변,강서구,34.44,65300,1992.0
이펜하우스2단지,양천구,84.96,72500,2011.0
이편한세상마포리버파크,마포구,84.98,203000,2016.0
임광,서대문구,114.79,108100,1999.0
강변삼성스위트,용산구,59.94,137000,1999.0
(627-120),종로구,45.04,43000,1999.0
용마한신,중랑구,35.44,35500,1990.0
건영6,관악구,59.9,87000,1999.0
DMC한양,서대문구,65.34,80000,1987.0
강서한강월드메르디앙,강서구,84.98,104000,2006.0
상계주공16(고층),노원구,79.07,72800,1988.0
워커힐푸르지오,광진구,92.4,175000,1987.0
이안용산1차(103동),용산구,56.83,117500,2005.0
잠실엘스,송파구,59.96,279000,2008.0
잠실엘스,송파구,84.8,339000,2008.0
강일리버파크3단지,강동구,84.74,130000,2009.0
e편한세상광진그랜드파크,광진구,84.971,219000,2021.0
거여1단지,송파구,39.6,88300,1997.0
고덕센트럴IPARK,강동구,84.97,192000,2019.0
신내우디안1단지,중랑구,84.65,75500,2014.0
개포자이프레지던스,강남구,59.836,287500,2023.0
신동아,강남구,39.53,182000,1992.0
개성하이뷰,은평구,80.5,48000,2009.0
영등포아트자이,영등포구,84.762,130000,2014.0
개봉동현대아이파크,구로구,84.98,95000,2006.0
염광,노원구,84.6,81500,1996.0
신대림신동아파밀리에,영등포구,84.951,93500,2013.0
쌍용,성동구,59.76,186000,1997.0
강변타운,마포구,84.98,92000,2000.0
공릉동한보에센시티아파트,노원구,59.4,59800,2000.0
강변래미안,영등포구,108.15,195500,2002.0
공릉동한보에센시티아파트,노원구,59.4,60000,2000.0
공릉동한보에센시티아파트,노원구,84.93,74000,2000.0
강변,강서구,39.6,76500,1992.0
강변,강서구,39.6,82000,1992.0
강변,강서구,34.44,65000,1992.0
시티파크(2단지),용산구,145.65,375500,2007.0
강남한양수자인(4단지),강남구,101.4,225000,2014.0
양우,노원구,79.419,66700,2002.0
약수역더시티,중구,18.86,27000,2021.0
약수역더시티,중구,18.3,23700,2021.0
신성노바빌아파트,송파구,84.96,100000,2000.0
신성노바빌아파트,송파구,84.96,148000,2000.0
관악푸르지오,관악구,59.58,111000,2004.0
아차산한라아파트,광진구,74.83,86000,2009.0
아차산한라아파트,광진구,60.39,73000,2009.0
수유벽산1차,강북구,122.58,69000,1993.0
아이파크종암동1차,성북구,84.98,110000,2004.0
DMC래미안e편한세상,서대문구,84.95,153500,2012.0
가양우성,강서구,84.85,121000,1990.0
가양6단지,강서구,49.5,97000,1992.0
신성,중랑구,59.91,54000,1998.0
가양6단지,강서구,49.5,97000,1992.0
가양2단지(성지),강서구,34.44,67000,1992.0
가락미륭아파트,송파구,50.0,152000,1986.0
시영3차(라이프)아파트,노원구,39.6,41300,1994.0
e편한세상영등포아델포레,영등포구,84.957,156000,2020.0
신도브래뉴,금천구,73.2,68000,2002.0
신동아,영등포구,67.41,58000,1987.0
신촌숲아이파크,마포구,84.901,240000,2019.0
신동아,동작구,104.7,164000,1993.0
신내6대주,중랑구,39.84,37500,1996.0
신개봉삼환,구로구,59.81,55000,2001.0
경희궁자이(4단지),종로구,37.263,95000,2017.0
경남아너스빌1차,동작구,84.98,113800,1997.0
경남아너스빌,강남구,84.688,170000,2002.0
경남아너스빌,노원구,79.098,66100,2002.0
신동아아파트1,도봉구,62.22,41700,1986.0
경남아너스빌,은평구,122.77,70000,2004.0
경남,영등포구,59.96,100000,1999.0
건영2차아파트,중랑구,74.9,72800,1996.0
거여2단지효성아파트,송파구,134.88,150000,1997.0
신내 데시앙포레,중랑구,84.94,75000,2013.0
헬리오시티,송파구,84.99,284000,2018.0
한신휴플러스(1280-1),구로구,58.03,77000,2007.0
효성아파트,노원구,84.66,79500,1995.0
목동신시가지7,양천구,59.39,228000,1986.0
한양2,도봉구,35.1,24000,1988.0
방화4단지,강서구,134.61,90500,1994.0
현대1,송파구,83.02,184000,1995.0
현대1,송파구,82.0,150000,1989.0
현대1,송파구,83.02,184000,1995.0
현대1,영등포구,84.75,81600,1992.0
화곡푸르지오,강서구,144.123,145000,2002.0
개포자이프레지던스,강남구,59.836,287500,2023.0
백련산힐스테이트1차,은평구,84.59,92000,2011.0
현대1,영등포구,84.75,79000,1992.0
반포자이,서초구,194.515,730000,2009.0
흑석동양아파트,동작구,59.511,129000,2003.0
현대1차,송파구,84.91,134500,1992.0
백련산힐스테이트2차,은평구,59.63,83000,2011.0
한솔,영등포구,114.12,110000,1999.0
삼성동힐스테이트 1단지,강남구,84.236,332000,2008.0
묵동자이(1단지),중랑구,111.32,104000,2010.0
한양I-Class,중구,16.37,12500,2013.0
현대,동작구,84.57,128000,1996.0
휘경SK뷰,동대문구,100.53,169000,2019.0
현대아파트,강동구,68.68,90000,1990.0
화곡6차보람쉬움,강서구,84.98,66000,2005.0
한신,도봉구,84.94,54500,1995.0
한신,성북구,132.96,70000,1998.0
한신,성북구,132.96,96000,1998.0
한신,성북구,132.96,108000,1998.0
삼부컨비니언,성북구,59.94,74000,1998.0
헬리오시티,송파구,49.29,217000,2018.0
홍제현대,서대문구,106.18,107000,1992.0
한신,구로구,45.563,45800,1988.0
현진베스트빌,동작구,73.15,49000,2003.0
보라매e편한세상,동작구,84.94,140000,2010.0
한신1,노원구,27.0,30000,1988.0
현대5,광진구,74.88,212500,1989.0
한신무학,성동구,62.41,138000,1989.0
미아동부센트레빌,강북구,59.96,92500,2006.0
홍제역해링턴플레이스,서대문구,84.95,157000,2024.0
미아동부센트레빌,강북구,84.93,100000,2006.0
미원1,마포구,58.98,59300,1996.0
현대I-PARK,성동구,104.56,186000,2003.0
현대홈타운2차,동대문구,96.22,93000,2005.0
북한산두산위브,서대문구,84.98,99000,2020.0
화성.두산아파트,중랑구,84.99,75500,1995.0
행당두산위브,성동구,59.99,158600,2009.0
힐스테이트 상도 센트럴파크,동작구,59.775,181500,2012.0
벽산3,금천구,84.96,52800,1998.0
문정시영,송파구,35.46,83000,1989.0
봉천동아,관악구,84.87,90400,2000.0
현대,구로구,84.99,92000,2001.0
한진한화그랑빌,노원구,84.97,113000,2002.0
보라매경남아너스빌,영등포구,84.79,133000,2005.0
화곡푸르지오,강서구,84.914,110000,2002.0
한진한화그랑빌,노원구,59.94,99000,2002.0
한진(609-1),성북구,132.96,104000,1998.0
현대,중랑구,84.99,74400,1994.0
비선아파트,노원구,48.6,40500,1999.0
방배우성,서초구,80.2,200000,1991.0
반포자이,서초구,84.943,460000,2009.0
길음뉴타운6단지(래미안),성북구,59.373,130500,2007.0
금호어울림(580),중랑구,84.93,63000,2006.0
정릉힐스테이트3차,성북구,114.78,87500,2008.0
정릉풍림아이원,성북구,114.75,80000,2005.0
정릉우성아파트 101~105동,성북구,84.99,48750,2000.0
정릉스카이쌍용아파트,성북구,59.9,63300,1999.0
장안현대홈타운(336),동대문구,133.72,137000,2003.0
잠실엘스,송파구,84.8,340000,2008.0
자양삼성,광진구,59.76,149000,1999.0
일성트루엘,동대문구,84.921,88500,2012.0
일성스카이빌,강서구,116.32,58000,2001.0
은빛1단지,노원구,59.95,52000,1998.0
은빛1단지,노원구,49.77,45000,1998.0
유림노르웨이숲(919-1),강서구,76.23,66000,2004.0
주공17단지,도봉구,36.34,33000,1989.0
월곡래미안루나밸리,성북구,59.98,100000,2007.0
금호어울림,중랑구,84.71,79700,2003.0
우장산힐스테이트,강서구,126.65,175000,2005.0
"우장산아이파크,이편한세상",강서구,59.98,137000,2008.0
우성아파트2,도봉구,84.98,50000,1993.0
우성아파트,송파구,96.65,310000,1981.0
우성1,영등포구,83.64,130000,1986.0
우성1,영등포구,49.64,106000,1986.0
우성,양천구,84.44,173000,1992.0
우방,구로구,84.9,61000,1993.0
용산파크타워(24-0),용산구,137.63,370000,2009.0
올림픽훼밀리타운,송파구,158.705,320000,1988.0
늘푸른(569-5),관악구,70.35,44500,2009.0
올림픽선수기자촌2단지,송파구,128.97,370000,1988.0
옥수파크힐스101동~116동,성동구,84.3,263000,2016.0
동궁리치웰(102동),송파구,83.9,122500,2005.0
금천현대,금천구,84.83,68500,2002.0
돈암힐스테이트,성북구,59.38,83000,2007.0
돈암현대아파트,성북구,41.58,50700,1991.0
독산주공14단지,금천구,44.94,38000,1990.0
독산주공14단지,금천구,44.94,42500,1990.0
노원프레미어스엠코,노원구,84.04,87000,2016.0
주공1,구로구,73.68,98500,1986.0
도곡렉슬,강남구,84.998,352000,2006.0
노원IPARK,노원구,139.28,77000,2009.0
더트루엘마곡HQ,강서구,48.329,57100,2024.0
더샵스타시티,광진구,135.61,245000,2007.0
대우멤버스카운티201,강남구,145.6,231000,2004.0
대우디오빌,강남구,25.89,25000,2004.0
대우,노원구,134.64,50000,1998.0
대우,성북구,43.11,36000,2001.0
네스코뮤즈빌,관악구,138.57,90000,2002.0
대림e-편한세상,양천구,109.905,102800,2004.0
대림e-편한세상,양천구,59.921,51500,2004.0
대림1,구로구,101.48,141000,1999.0
대동황토방,강서구,59.94,88000,2000.0
대동황토방,노원구,60.0,58500,2001.0
헬리오시티,송파구,49.29,217000,2018.0
답십리엘림퍼스트,동대문구,52.767,75000,2020.0
다울101동,중랑구,84.92,48800,2003.0
길음뉴타운데시앙,성북구,59.42,62500,1999.0
두산,성북구,84.9,96000,1998.0
한보미도맨션2,강남구,84.96,373000,1985.0
한남동리첸시아,용산구,73.39,140000,2004.0
학여울청구,노원구,59.4,67500,1999.0
하계1청구,노원구,84.6,98000,1997.0
포스코더샵,동작구,152.222,207000,2007.0
트리지움,송파구,84.83,310000,2007.0
트리지움,송파구,59.88,270500,2007.0
트리지움,송파구,59.88,269000,2007.0
태릉해링턴플레이스,노원구,59.98,96700,2022.0
코오롱,영등포구,134.91,100000,1998.0
코오롱,성북구,59.94,69000,1999.0
카나피아Ⅱ,송파구,84.69,69000,2003.0
청솔,강서구,49.2,61000,1994.0
청구e편한세상,중구,84.96,187500,2011.0
청구,구로구,59.94,60000,1999.0
청구,노원구,84.97,86000,1988.0
청계한신휴플러스,동대문구,59.74,140000,2010.0
천왕역모아엘가트레뷰,구로구,67.963,88000,2025.0
창동주공4단지,도봉구,41.3,37500,1991.0
진주,영등포구,94.31,259000,1977.0
진로유통조합대림,노원구,59.04,47000,1992.0
중앙화곡하이츠,강서구,56.88,42700,1988.0
중앙하이츠(1269),구로구,82.301,76000,2001.0
중계무지개,노원구,49.89,59000,1991.0
중계무지개,노원구,49.89,60000,1991.0
중계무지개,노원구,49.54,65000,1991.0
주공7,노원구,44.1,41500,1993.0
마포래미안푸르지오4단지,마포구,84.597,240000,2014.0
마포래미안푸르지오4단지,마포구,59.965,217000,2014.0
마곡수명산파크7단지,강서구,84.53,110900,2008.0
리센츠,송파구,84.99,300000,2008.0
리버힐삼성,용산구,59.55,158800,2001.0
르미에르장안타운5차,동대문구,73.6,53000,2005.0
래미안장위퍼스트하이,성북구,84.94,125000,2020.0
래미안위브,동대문구,121.94,172000,2014.0
래미안서초에스티지,서초구,101.55,355000,2016.0
래미안루센티아,서대문구,59.98,130000,2020.0
래미안대치팰리스,강남구,114.17,600000,2015.0
래미안그레이튼(진달래2차),강남구,59.78,282000,2010.0
래미안강남힐즈,강남구,101.94,225000,2014.0
래미안 옥수 리버젠,성동구,84.73,235000,2012.0
라온유,성북구,84.65,92900,2008.0
디에이치 퍼스티어 아이파크,강남구,84.995,359000,0.0
두산위브트레지움,강북구,84.99,92500,2011.0
두산,동대문구,114.97,114000,2000.0
두산,노원구,67.43,62700,1994.0
두산,성북구,59.97,83000,1998.0
두란,양천구,68.86,39700,1996.0
동양엔파트,중랑구,84.1,65000,2010.0
동양엔파트,노원구,84.88,86800,2003.0
동아한가람1,송파구,84.38,150000,1995.0
동아청솔,도봉구,59.445,74800,1997.0
동아에코빌,성북구,59.95,78000,2003.0
동아불암,노원구,59.4,47300,1999.0
동신아파트,노원구,59.99,60900,1999.0
동서울한양,동대문구,76.41,74000,1989.0
동부센트레빌아파트,도봉구,84.983,67000,2005.0
동부(101동~103동),구로구,84.89,62000,1998.0
수락파크빌,노원구,114.82,90000,2001.0
서초네이처힐3단지,서초구,114.79,220000,2013.0
상계주공16(고층),노원구,58.01,59500,1988.0
서원,도봉구,49.77,33000,1996.0
상계주공16(고층),노원구,45.77,40000,1988.0
서원,도봉구,40.02,29000,1996.0
서울숲푸르지오,성동구,59.99,195000,2007.0
삼성베스트빌(31차),광진구,47.24,47800,2018.0
삼성청담공원아파트,강남구,107.22,270000,1999.0
서울숲푸르지오,성동구,59.9,193500,2007.0
삼성산주공(주공3단지),관악구,113.31,64800,2000.0
서울가든,구로구,64.39,63500,1989.0
삼환,영등포구,84.84,120000,1997.0
상계주공10(고층),노원구,59.39,67500,1988.0
상계주공12(고층),노원구,49.94,60000,1988.0
새한,중랑구,84.4,63000,1998.0
삼호3,노원구,59.22,107000,1986.0
센트레빌아스테리움영등포아파트,영등포구,59.995,131500,2024.0
송파더플래티넘,송파구,52.6,120000,2024.0
삼익파크맨션,강동구,151.44,150000,1982.0
세심,강서구,82.84,51000,2004.0
성원대치2단지아파트,강남구,49.86,205000,1992.0
상아2차아파트,송파구,45.77,135000,1988.0
수락파크빌,노원구,114.82,90000,2001.0
수명산롯데캐슬,양천구,59.98,68500,2008.0
성원(650),영등포구,59.63,68500,1995.0
성원,중랑구,84.32,64000,1994.0
성원,서대문구,41.5,48000,1998.0
상계현대3차,노원구,84.96,63000,1999.0
상계주공6(고층),노원구,59.2,72800,1988.0
상계주공6(고층),노원구,58.01,74500,1988.0
삼익포레스트아파트,노원구,84.6,68000,1995.0
상계주공3(저층),노원구,71.89,75000,1987.0
상계주공16(고층),노원구,59.39,42000,1988.0
상계주공16(고층),노원구,59.39,54300,1988.0
경원,중랑구,59.4,31500,1989.0
고덕센트럴IPARK,강동구,59.97,169000,2019.0
고려,마포구,81.72,109000,1984.0
고척파크푸르지오,구로구,84.94,113000,2009.0
관악캠퍼스타워,관악구,26.76,15300,1998.0
관악푸르지오,관악구,59.58,113800,2004.0
광명아파트,송파구,70.55,80000,2007.0
광장,영등포구,102.25,320000,1978.0
구로두산,구로구,44.64,55800,1998.0
구로두산,구로구,44.64,56500,1998.0
구로두산위브,구로구,36.88,49000,2006.0
구로지웰,구로구,59.651,59500,2011.0
그대家,관악구,59.6,53500,2003.0
그레이스,마포구,82.01,79000,2002.0
극동,노원구,70.56,77000,1988.0
금호아파트(768),양천구,84.92,103000,1995.0
금호어울림,도봉구,84.99,80000,2004.0
방배CJ나인빌1차,서초구,137.3,185000,2005.0
방배대우유로카운티,서초구,216.15,400000,2002.0
방학동삼성래미안1,도봉구,118.381,75300,2002.0
배재현대,강동구,59.94,155000,1995.0
벽산,구로구,84.878,99000,2003.0
벽산라이브파크,강북구,114.68,74500,2004.0
보라매우성,관악구,58.86,63000,1995.0
태진아름,강서구,84.81,86000,1995.0
트리지움,송파구,84.83,300000,2007.0
트리지움,송파구,84.83,319000,2007.0
파크리오,송파구,84.9,275000,2008.0
파크하비오,송파구,84.972,198000,2016.0
푸른마을2,양천구,59.99,65800,2001.0
하계2현대,노원구,75.35,84000,1997.0
하이브,강동구,83.87,66000,2006.0
한마을,구로구,149.97,110000,1999.0
한성,구로구,78.3,39000,1986.0
한신,구로구,44.78,46000,1988.0
한신플러스C,성북구,59.91,81000,2004.0
한신휴플러스(1280-0),구로구,50.03,71000,2007.0
한양2,도봉구,48.96,35000,1988.0
한양6,도봉구,83.86,58000,2002.0
한양아파트,송파구,119.68,244000,1983.0
한진한화그랑빌,노원구,84.97,105000,2002.0
